"source"	"target"
"This feature, and all subfeatures, will be installed to run from the network."	"Este recurso, e todos os subrecursos, serão instalados para serem executados a partir da rede."
"This file cannot be opened"	"Não é possível abrir esse arquivo"
"This file cannot be opened. Do you want to enter a different search path? "	"Não é possível abrir esse arquivo. Deseja inserir um caminho de pesquisa diferente? "
"This file contains important information about the ${PRODUCTNAME} software. You are recommended to read this information very carefully before starting installation."	"Este arquivo contém informações importantes sobre o software ${PRODUCTNAME}. Recomendamos a leitura cuidadosa antes de iniciar a instalação."
"This file contains links to other files. Should they be updated?"	"Este arquivo contém vínculos para outros arquivos. Deseja que eles sejam atualizados?"
"This file contains queries. The results of these queries were not saved. Do you want these queries to be repeated?"	"Esse arquivo contém consultas. Os resultados dessas consultas não foram salvos. Deseja repetir essas consultas?"
"This file is password-protected."	"O arquivo está protegido por senha."
"This file was saved with WinWord in 'Fast Save' mode. Please unmark the WinWord option 'Allow Fast Saves' and save the file again."	"Este arquivo foi salvo pelo WinWord no modo 'Gravação Rápida'. Desative a opção do WinWord 'Permitir Gravação Rápida' e salve o arquivo novamente."
"This font has not been installed. The closest available font will be used."	"Esta fonte não foi instalada. A fonte disponível mais próxima será usada."
"This font size has not been installed. The closest available size will be used."	"Este tamanho de fonte não foi instalado. O tamanho disponível mais próximo será usado."
"This font style will be simulated or the closest matching style will be used."	"Este estilo de fonte será simulado ou o estilo correspondente mais próximo será utilizado."
"This function cannot be completed with the selected objects."	"Essa função não pode ser concluída com os objetos selecionados."
"This function cannot be executed, but is only for status queries."	"Esta função não pode ser executada, mas somente em consultas de status."
"This function cannot be run  with the selected objects."	"Não é possível executar esta função  com os objetos selecionados."
"This function cannot be used with multiple selections."	"Essa função não pode ser utilizada com seleções múltiplas."
"This graphic is linked to a document.  Do you want to unlink the graphic in order to edit it?"	"Esta figura está vinculada a um documento.  Deseja desvincular a figura para poder editá-la?"
"This graphic object is linked to the document."	"Este objeto gráfico está vinculado ao documento."
"This HTML document contains %PRODUCTNAME Basic macros. They were not saved with the current export settings."	"Esse documento HTML contém macros do %PRODUCTNAME Basic. Elas não foram salvas com as configurações de exportação atuais."
"This hyperlink is going to open ""%s"". Do you want to proceed?"	"O hiperlink abrirá ""%s"". Deseja continuar?"
"This ID already exists..."	"Este ID já existe..."
"This image file version is not supported"	"A versão do arquivo de imagem não tem suporte"
"This Image file version is not supported"	"Não há suporte para esta versão do arquivo da imagem"
"This image is linked to a document."	"Esta imagem está vinculada a um documento."
"This image is rotated. Would you like to rotate it into standard orientation?"	"Esta imagem foi girada. Gostaria de restaurar a orientação normal?"
"This information lets us make optimizations for your hardware and operating system."	"Estas informações ajudam-nos a otimizar a aplicação para seu hardware e seu sistema operacional."
"This information lets us optimize for your hardware & OS."	"Estas informações ajudam-nos a otimizar a aplicação para seu hardware e seu sistema operacional."
"This install state means the feature..."	"Este estado de instalação significa que o recurso..."
"This installation will update your installed versions of [PRODUCTNAME]"	"Esta instalação irá atualizar a versão instalada do [PRODUCTNAME]"
"This instance is linked with the form."	"Esta instância está vinculada ao formulário."
"This instance is linked with the form.  The changes you make to this instance will be lost when the form is reloaded.  How do you want to proceed?"	"Essa instância está vinculada ao formulário.  As alterações que você fizer nela se perderão quando o formulário for recarregado.  Como deseja proceder?"
"This is a minor edit"	"Esta é uma edição menor"
"This is a printer font. The screen image may differ."	"Esta é uma fonte de impressora. A imagem da tela pode conter distorções."
"This is a screen font. The printer image may differ."	"Esta é uma fonte de tela. A imagem impressa pode conter distorções."
"This is an invalid binding expression."	"Esta é uma expressão de vinculação inválida."
"This is dangerous if you move and/or rename the files. Do you want to embed the graphic instead?"	"Isto é perigoso caso mova e/ou renomeie os arquivos. Deseja incorporar a figura ao invés vinculá-la?"
"This is not a %PRODUCTNAME Writer file."	"Este não é um arquivo do %PRODUCTNAME Writer."
"This is not a valid [PRODUCTNAME] [PRODUCTVERSION] installation."	"Esta não é uma instalação do [PRODUCTNAME] [PRODUCTVERSION] válida."
"This is not a valid WinWord6 file."	"Este não é um arquivo válido do WinWord6."
"This is not a valid WinWord97 file."	"Este não é um arquivo válido do WinWord97."
"This is not a WinWord6 file."	"Este não é um arquivo do WinWord6."
"This is not a WinWord97 file."	"Este não é um arquivo do WinWord97."
"This is not an FTP folder"	"Esta não é uma pasta FTP"
"This is the content from chapter 1.1. This is the entry for the table of contents."	"Este é o conteúdo do capítulo 1.1. Esta é a entrada para o índice."
"This is the content from chapter 1.2. This keyword is a main entry."	"Este é o conteúdo do capítulo 1.2. Esta palavra-chave é uma entrada principal."
"This is the content from the first chapter. This is a user directory entry."	"Este é o conteúdo do primeiro capítulo. Esta é uma entrada do diretório do usuário."
"This is the text for which the code of the first character is to be found."	"Esse é o texto para o qual o código do primeiro caractere deverá ser encontrado."
"This is where you can edit the contour."	"Aqui você pode editar o contorno."
"This is where you create a hyperlink to a Web page or FTP server connection."	"Este é o local para criar um hiperlink para uma página web ou servidor FTP."
"This is where you create a hyperlink to an e-mail address or newsgroup."	"Aqui pode ser criado um hiperlink para um endereço de e-mail ou grupo de notícias."
"This is where you create a hyperlink to an e-mail address."	"Crie um hiperlink para um endereço de e-mail."
"This is where you create a hyperlink to an existing document or a target within a document."	"Aqui é o local no qual você cria um hiperlink para um documento existente ou um destino dentro de um documento."
"This is where you create a new document to which the new link points."	"Crie aqui um novo documento, que será o destino do novo vínculo."
"This is where you create and edit drawings."	"Aqui você pode criar e editar desenhos."
"This is where you create and edit slides."	"Aqui você pode criar e editar slides."
"This is where you decide on the layout for handouts."	"Aqui você pode decidir sobre o layout dos folhetos."
"This is where you determine the output format of the data."	"Determine o formato de saída dos dados."
"This is where you enter and view notes."	"Aqui você pode inserir e exibir notas."
"This is where you enter or edit text in list form."	"Aqui você pode inserir ou editar um texto em forma de lista."
"This is where you enter or edit text, numbers and formulas."	"Aqui você digita ou edita texto, números e fórmulas."
"This is where you print preview pages."	"Para imprimir as páginas de visualização."
"This is where you see how the data would be displayed in the current format (use the button on the right to modify the format)."	"Determine como os dados deveriam ser exibidos no formato atual (utilize o botão à direita para modificar o formato)."
"This is where you select fields with matching contents so that the value from the display field will be shown."	"Selecione aqui os campos com conteúdos compatíveis para que o valor do campo de exibição seja mostrado."
"This is where you sort slides."	"Aqui você pode classificar slides."
"This kind of data source is not supported on this platform. You are allowed to change the settings, but you probably will not be able to connect to the database."	"Esta plataforma não oferece suporte a este tipo de fonte de dados. Você tem permissão para alterar as configurações, mas provavelmente não conseguirá conectar-se ao banco de dados."
"This library is read-only."	"Esta biblioteca é somente leitura."
"This library name already exists. Please choose a different name."	"Esse nome de biblioteca já existe. Escolha um nome diferente."
"This media-type is not supported: "	"Não há suporte a esse tipo de mídia: "
"This might take a moment."	"Isso deve demorar um pouco."
"This month"	"Este mês"
"this month"	"este mês"
"This name already exists."	"Esse nome já existe."
"This name is already in use."	"Esse nome já está sendo utilizado."
"This name is already used."	"Esse nome está em uso."
"This object cannot be part of this container."	"Este objeto não pode fazer parte deste recipiente."
"This operation cannot be run on files containing wildcards."	"Esta operação não pode ser executada em arquivos que contenham coringas."
"This operation is not allowed. The control overlaps with another one."	"Esta operação não é permitida. O controle sobrepõe outro."
"This operation is not supported on this operating system."	"Este sistema operacional permite esta operação."
"This option determines how an empty string is treated when used in arithmetic operations. If you have set ""Conversion from text to number"" to either ""Generate #VALUE! error"" or ""Treat as zero"", you cannot choose (here) if conversion of an empty string to a number will generate an error or if it will treat empty strings as zero. Otherwise this option determines how empty strings are treated."	"Esta opção determina como um texto vazio é tratado em operações aritméticas. Se tiver definido em ""Conversão de texto para número"" para ambos ""Gerar erro #VALOR!"" ou ""Tratar texto vazio como zero"", não é possível escolher (aqui)  se a conversão de um texto vazio para um número irá gerar um erro ou será tratado como zero. Caso contrário, esta opção determina como os textos vazios são tratados."
"This option determines whether an empty string is to be treated as having a value of zero when used in arithmetic or generates an error. It is disabled if conversion from text to number is set to always generate an error or always treat text as zero and then follows that value."	"Esta opção determina se um texto vazio deve ser tratado como zero quando usado em aritmética, ou se produzirá um erro. Está desativado quando a conversão de texto para número for definida para sempre produzir um erro ou sempre tratar textos como zero e então, segue este valor."
"This option enables some sorts of simple formula expressions to be executed using OpenCL if it is available on your system."	"Ativa a execução de algumas expressões simples de fórmula utilizando o OpenCL, se estiver disponível no seu sistema."
"This position can not be set. It is invalid."	"Esta posição não pode ser definida. Ela é inválida."
"This property is read-only."	"Esta propriedade é somente leitura."
"This property is write only."	"Esta propriedade é somente gravação."
"This property or method is not supported by the object."	"Esta propriedade ou método não são suportados pelo objeto."
"This property or method is not supported by the object."	"O objeto não suporta esta propriedade ou método."
"This range does not contain a valid query."	"Este intervalo não contém uma consulta válida."
"This range does not contain imported data."	"Este intervalo não contém dados importados."
"This range has already been inserted."	"Esse intervalo já foi inserido."
"This relation already exists. Do you want to edit it or create a new one?"	"Essa relação já existe. Deseja editá-la ou criar uma nova?"
"This release was supplied by %OOOVENDOR."	"Esta versão foi disponibilizada por %OOOVENDOR."
"This ruler manages objects at fixed positions."	"Esta régua alinha objetos em posições fixas."
"This setup requires Administrator privileges for configuring IIS Virtual Roots."	"Esta instalação requer privilégios de Administrador para configurar as Raízes Virtuais do IIS."
"This setup requires Internet Information Server 4.0 or higher for configuring IIS Virtual Roots. Please make sure that you have IIS 4.0 or higher."	"Essa instalação requer a versão 4.0 ou superior do Internet Information Server para configuração das raízes virtuais do IIS. Certifique-se de que tem o IIS versão 4.0 ou superior."
"This sheet shows how the data will be arranged in the document."	"Esta planilha mostra como os dados serão dispostos no documento."
"This spreadsheet is no longer in shared mode.  Save your spreadsheet to a separate file and merge your changes to the shared spreadsheet manually."	"Esta planilha não está mais no modo compartilhado.  Salve seu documento em um arquivo separado e mescle manualmente suas alterações com a planilha compartilhada."
"This statement type not supported by this database driver."	"Este driver de banco de dados não tem suporte para este tipo de instrução."
"This Style cannot be used as a base Style, because it would result in a recursive reference."	"Esse estilo não pode ser utilizado como um estilo base, pois isso resultaria em uma referência recursiva."
"This Style does not exist."	"Esse estilo não existe."
"This table name is not valid in the current database."	"Este nome de tabela não é válido no banco de dados atual."
"This template consists of"	"Este modelo é constituído de "
"This theme name already exists. Please choose a different one."	"Este nome de tema já existe. Escolha outro nome."
"This update will be ignored. "	"Essa atualização será ignorada. "
"This version of the image file is not supported"	"Esta versão do arquivo da figura não tem suporte"
"This Web Wizard is to aid you in publishing documents on the Internet.  It will convert the documents so that they can be viewed by a web browser. In addition, it will generate a Table of Contents page with links for easy access to the documents. The Web Wizard will also allow you to customize the design and layout of your web site.  You will be able to keep the documents you have published on the web up-to-date and add or remove documents at any time."	"Este assistente web destina-se a ajudá-lo a publicar documentos na Internet.  Converte os documentos de modo a que possam ser vistos por um navegador. Adicionalmente, gera um sumário com hiperlinks para fácil acesso aos documentos. O assistente permite-lhe ainda personalizar o desenho e o layout do seu sítio web.  Você poderá manter atualizados os documentos que publicou, bem como adicionar ou remover documentos a qualquer hora."
"This week"	"Esta semana"
"this week"	"esta semana"
"This will affect all new documents based on the default template."	"Isso afetará todos os novos documentos baseados no modelo padrão."
"This will delete all changes previously made to this toolbar. Do you really want to reset the toolbar?"	"Esta ação excluirá todas as alterações feitas anteriormente nessa barra de ferramentas. Deseja realmente redefinir a barra de ferramentas?"
"This will delete all changes previously made to this toolbar. Do you really want to reset the toolbar?"	"Esta ação excluirá todas as alterações feitas anteriormente nessa barra de ferramentas. Deseja redefinir a barra de ferramentas?"
"This will discard all changes on the server since check-out. Do you want to proceed?"	"Isso irá descartar todas as alterações no servidor desde a saída. Deseja continuar?"
"This wizard convert legacy format documents to Open Document Format for Office Applications."	"Este assistente converte documentos em formatos legados para o Open Document Format for Office Applications."
"This wizard creates a fax template which enables you to create multiple faxes with the same layout and settings."	"Este assistente cria um modelo de fax que permite criar outros faxes com o mesmo layout e as mesmas configurações."
"This wizard creates a letter template which enables you to create multiple letters with the same layout and settings."	"Esse assistente criará um modelo de carta que lhe permitirá usar o mesmo layout e configuração para criar várias cartas."
"This wizard creates an agenda template which enables you to create multiple agendas with the same layout and settings."	"Este Assistente cria um modelo de agenda para criar novas agendas utilizando o mesmo layout e as mesmas configurações."
"This wizard helps you to create a fax template. The template can then be used to create a fax whenever needed."	"Este assistente irá ajudá-lo a criar um modelo de fax, que poderá ser usado para criar novos fax sempre que necessário."
"This wizard helps you to create a letter template. You can then use the template as the basis for writing letters as often as desired."	"Esse assistente irá ajudá-lo a criar um modelo de carta. Mais tarde, você poderá usar o modelo como base para escrever suas cartas sempre que desejar."
"This wizard helps you to create a table for your database. After selecting a table category and a sample table, choose the fields you want to include in your table. You can include fields from more than one sample table."	"Este Assistente irá ajudá-lo a criar uma tabela para seu banco de dados. Após selecionar uma categoria de tabela e uma tabela de exemplo, escolha os campos que deseja incluir na tabela. Você pode incluir campos de uma ou mais tabelas de exemplo."
"This wizard helps you to create an agenda template. The template can then be used to create an agenda whenever needed."	"Este Assistente o ajudará a criar um modelo de agenda, que poderá ser usado para criar pautas de reuniões sempre que necessário."
"This wizard will guide you through the task of migrating your macros.  After you finished it, all macros which were formerly embedded into the forms and reports of the current database document will have been moved to the document itself. In this course, libraries will be renamed as needed.  If your forms and reports contain references to those macros, they will be adjusted, where possible.  Before the migration can start, all forms, reports, queries and tables belonging to the document must be closed. Press 'Next' to do so."	"Este assistente vai guiá-lo na tarefa de migrar suas macros.  Ao término do assistente, todas as macros que estavam incorporadas nos seus documentos de formulário e relatórios serão movidas para o documento de banco de dados. No decorrer deste processo, as bibliotecas serão renomeadas quando necessário.  Se seus formulários e relatórios contiverem referências a essas macros, eles serão ajustados, quando possível.  Antes que a migração possa iniciar, todos os formulários, relatórios, consultas e tabelas devem ser fechadas. Pressione 'Próximo' para fazê-lo."
"This year"	"Este ano"
"this year"	"este ano"
"thought balloon"	"balão de pensamento"
"Thousand separation of large numbers"	"Separador de milhares de grandes números"
"Thousand separation of numbers"	"Separador de milhares dos números"
"Thousands separator"	"Separador de milhar"
"Thousands separator"	"Separador de milhares"
"Thousands separator:"	"Separador de milhares:"
"Thousands separator. If 0 or omitted the locale group separator is used else the separator is suppressed."	"Separador de milhares. Se 0 ou omitido, o separador de grupo do local será utilizado, senão o separador é suprimido."
"Thread"	"Trança"
"Three Slides"	"Três slides"
"Threshold value"	"Valor de limiar"
"Threshold value:"	"Valor de limiar:"
"Through"	"Através"
"Through Black"	"Cortar com fundo preto"
"Thumbnails and page"	"Miniaturas e página"
"Thumbprint MD5"	"Impressão digital MD5"
"Thumbprint SHA1"	"Impressão digital SHA1"
"Thunderbird Address Book Directory"	"Diretório de endereços do Thunderbird"
"Thunderbird Addressbook Directory"	"Diretório de endereços Thunderbird"
"Thunderbird profile name"	"Nome do perfil do Thunderbird"
"Thunderbird/Icedove"	"Thunderbird/Icedove"
"Thunderbird/Icedove Address Book"	"Catálogo de endereços do Thunderbird/Icedove"
"Tibetan"	"Tibetano"
"Tibetan (India)"	"Tibetano (Índia)"
"Tibetan (PR China)"	"Tibetano (China PR)"
"Tick mark bullets"	"Marcadores em forma de tique"
"Ticker"	"Animar"
"Ticker direction"	"Direção da animação"
"Ticker start inside"	"Animação inicia do interior"
"Ticker step size"	"Tamanho das etapas de animação"
"Ticker stop inside"	"Animação termina no interior"
"ticket"	"bilhete"
"TIFF - Tagged Image File Format"	"TIFF - Tagged Image File Format"
"TIFF image"	"Imagem TIFF"
"TIFF Import and Export Filter"	"Filtro para importação e exportação de TIFF"
"TIFF Import/Export"	"Importação/Exportação de TIFF"
"Tifinagh"	"Tifinagh"
"tiger"	"tigre"
"tiger2"	"tigre de frente"
"Tight"	"Apertado"
"Tigrigna (Eritrea)"	"Tigrínia (Eritreia)"
"Tigrigna (Ethiopia)"	"Tigrínia (Etiópia)"
"Tigrinya"	"Tigrínia"
"Tilde"	"Til"
"Tile"	"Lado a lado"
"Tile fill"	"Preenchimento lado a lado"
"Tile offset X in %"	"Deslocamento X lado a lado em %"
"Tile offset Y in %"	"Deslocamento Y lado a lado em %"
"Tile pages"	"Páginas lado a lado"
"Tile position X in %"	"Posição X lado a lado em %"
"Tile position Y in %"	"Posição lado a lado Y em %"
"Tile sheet of paper with repeated pages"	"Preencher a folha de papel com a página repetida"
"Tile sheet of paper with repeated slides"	"Preencher a folha de papel com o slide repetido"
"Tile size not in %"	"Tamanho do mosaico não se encontra em %"
"Tile size:"	"Tamanho do mosaico:"
"Tiles"	"Azulejos"
"Tilt Down"	"Inclinar para baixo"
"Tilt Left"	"Inclinar para a esquerda"
"Tilt Right"	"Inclinar para a direita"
"Tilt Up"	"Inclinar para cima"
"Time"	"Hora"
"TIME"	"HORA"
"Time"	"Tempo"
"TIME"	"TEMPO"
"Time (fixed)"	"Hora (fixa)"
"Time (variable)"	"Hora (variável)"
"Time based charting"	"Gráfico temporal"
"Time Field"	"Campo de hora"
"Time format"	"Formato de hora"
"Time max."	"Hora máx."
"Time min."	"Hora mín."
"Time remaining: {[1] min }[2] sec"	"Tempo restante: {[1] min. }[2] seg"
"Time remaining: {[1] minutes }{[2] seconds}"	"Tempo restante: {[1] minutos }{[2] segundos}"
"Time Stamp Authority:"	"Autoridade de carimbo do tempo:"
"Time Stamping Authority URLs"	"URLs de Autoridades de Carimbo do Tempo"
"Time to maturity"	"Tempo até o vencimento"
"Time to maturity in years"	"Tempo até o vencimento da opção em anos"
"Time to maturity of the option in years"	"Tempo até o vencimento da opção em anos"
"Time to maturity of the option in years"	"Tempo de vencimento da opção em anos."
"Time Unit"	"Unidade de tempo"
"Time unit"	"Unidade de tempo"
"Time:"	"Hora:"
"TimeBilled"	"TempoCobrado"
"TimeBilledID"	"IDTempoCobrado"
"TimeBillID"	"IDTempCob"
"Timed out while waiting for the result."	"O tempo de espera do resultado se esgotou."
"TimeExerci"	"TempoExerc"
"TimeExercised"	"TempoExercitado"
"timeline"	"linhadetempo"
"timeline"	
"Timeout"	"Tempo de espera"
"Timeout (seconds)"	"Tempo de espera (segundos)"
"Timeout while waiting for DDE response."	"Tempo de espera excedido para a resposta DDE."
"Timeout while waiting for DDE response."	"Tempo limite durante espera de resposta DDE."
"TimePrepar"	"TempoPrep"
"timer clock"	"temporizador"
"times2"	"multiplicação2"
"TimeTaken"	"HoraTomada"
"TimeToPrepare"	"TempoDePreparo"
"TIMEVALUE"	"VALOR.TEMPO"
"Timing"	"Cronometragem"
"Timing..."	"Cronometragem..."
"TINV"	"INVT"
"Tiny"	"Miniatura"
"Tip: The sort range can be detected automatically. Place the cell cursor inside a list and execute sort. The whole range of neighboring non-empty cells will then be sorted."	"Sugestão: O intervalo de classificação pode ser detectado automaticamente. Posicione o cursor de célula dentro de uma lista e execute a classificação. O intervalo vizinho inteiro com células não vazias será então classificado."
"Tips"	"Dicas"
"tired face"	"estafado"
"Tirhuta"	"Tirhuta"
"TITLE"	"TITLE"
"Title"	"Título"
"Title"	"Título do documento"
"Title"	"Títulos"
"Title and 2 Content"	"Título e 2 conteúdos"
"Title Area for AutoLayouts"	"Área de título para layouts automáticos"
"Title font"	"Fonte do título"
"Title of report"	"Título do relatório"
"Title On/Off"	"Ativar/Desativar título"
"Title Only"	"Somente título"
"Title Page"	"Páginas de rosto"
"Title Page..."	"Página de rosto..."
"Title row"	"Linha de título"
"Title Slide"	"Slide de título"
"Title Slide Master"	"Slide mestre de títulos"
"Title text"	"Texto do título"
"Title texts"	"Textos de título"
"Title, 2 Content"	
"Title, 2 Content above Content"	
"Title, 2 Content and Content"	"Título, 2 conteúdos e conteúdo"
"Title, 2 Content on Left and Content"	
"Title, 2 Content over Content"	"Título, 2 conteúdos sobre conteúdo"
"Title, 2 Vertical Content"	
"Title, 4 Content"	"Título, 4 conteúdos"
"Title, 4 Content"	
"Title, 6 Content"	"Título, 6 conteúdos"
"Title, 6 Content"	
"Title, Content"	"Título, conteúdo"
"Title, Content"	
"Title, Content (Vertical)"	
"Title, Content above Content"	
"Title, Content and 2 Content"	"Título, conteúdo e 2 conteúdos"
"Title, Content and 2 Content on Right"	
"Title, Content over 2 Content"	"Título, conteúdo sobre 2 conteúdos"
"Title, Content over Content"	"Título, conteúdo sobre conteúdo"
"Title, Content over Content (Vertical)"	
"Title, Text"	
"Title, Vertical Content"	
"Title, Vertical Text"	"Título, texto vertical"
"Title, Vertical Text, Clipart"	"Título, texto vertical, clipart"
"Title:"	"Título:"
"Title/Position"	"Título/Cargo"
"Title/position:"	"Título/Cargo:"
"Title/Profession"	"Profissão/Cargo"
"Title/profession:"	"Título / cargo:"
"Title1"	"Título1"
"Title2"	"Título2"
"Titles"	"Títulos"
"Titles..."	"Títulos..."
"tm"	"tm"
"to"	"aprender|aprenda"
"To"	"Até"
"to"	"para"
"To"	"Para"
"To 3D"	"Em 3D"
"To 3D Rotation Object"	"Em objeto de rotação 3D"
"To a local folder"	"Em uma pasta local"
"To a web server via FTP"	"Em um servidor web via FTP"
"To a ZIP archive"	"Para um arquivo ZIP"
"To add a command to a menu, select the category and then the command. You can also drag the command to the Commands list of the Menus tab page in the Customize dialog."	"Para adicionar um comando a um menu, selecione a categoria e depois o comando. Ou então, arraste o comando até a lista de comandos da página da aba Menus na caixa de diálogo Personalizar."
"To add a command to a toolbar, select the category and then the command. Then drag the command to the Commands list of the Toolbars tab page in the Customize dialog."	"Para adicionar um comando a uma barra de ferramentas, selecione a categoria e depois o comando. Em seguida, arraste o comando até a lista de comandos da página da aba Barras de ferramentas na caixa de diálogo Personalizar."
"To allow you to go back to the state before the migration, the database document will be backed up to a location of your choice. Every change done by the wizard will be made to the original document, the backup will stay untouched."	"Para permitir que você retorne ao estado anterior à migração, será feita uma cópia de backup do documento de banco de dados em um local de sua escolha. Cada mudança executada pelo assistente será feita no documento original, e a cópia de backup permanecerá intocada."
"To apply an AutoFormat, a table range of at least 3x3 cells must be selected."	"Para aplicar um autoformato, um intervalo da tabela de ao menos 3x3 células deve ser selecionado."
"To Background"	"Para o plano de fundo"
"To Begin of Next Column"	"Até o início da próxima coluna"
"To Begin of Next Page"	"Até o início da próxima página"
"To Begin of Previous Column"	"Para o início da coluna anterior"
"To Begin of Previous Page"	"Até o início da página anterior"
"To Bitmap"	"Em bitmap"
"To bottom"	"Para baixo"
"To bottom-left"	"Para a esquerda embaixo"
"To bottom-right"	"Para a direita embaixo"
"To Cell"	"Na célula"
"to character"	"no caractere"
"To Character"	"No caractere"
"To character"	"No caractere"
"To Character Left"	"Até a esquerda do caractere"
"To Column Begin"	"Até o início da coluna"
"To Column End"	"Até o fim da coluna"
"To Connect to a Wiki"	"Para conectar-se a um Wiki"
"To continue, click "	"Para continuar, clique em "
"To Contour"	"Em contorno"
"To copy a query, your connection must be able to provide queries."	"Para copiar uma consulta, sua conexão deve poder fornecer consultas."
"To create a new agenda out of the template, go to the location where you saved the template and double-click the file."	"Para criar uma nova agenda a partir do modelo, vá até o local em que salvou-o e clique duas vezes no arquivo."
"To Create a New Wiki Page"	"Para criar uma nova página Wiki"
"To create another new fax out of the template, go to the location where you saved the template and double-click the file."	"Para criar um novo fax a partir do modelo, vá até o local em que salvou o modelo e clique duas vezes no arquivo."
"To create another new letter out of the template just navigate to the template location and double-click it."	"Para criar outra carta a partir desse modelo, navegue até a pasta de localização do modelo e clique duas vezes nele."
"To Current Cell"	"À célula atual"
"To Curve"	"Em curva"
"To do:"	"A fazer:"
"To Document"	"No documento"
"To document"	"Para o documento"
"To Document Begin"	"Até o início do documento"
"To Document End"	"Até o fim do documento"
"To enable touchpad scrolling, add the following lines to the ""<tt>C:\Program Files\Synaptics\SynTP\SynTPEnh.ini</tt>"" configuration file, and restart your computer:"	"Para ativar a rolagem pelo touchpad, adicione as seguintes linhas ao arquivo de configuração do touchpad em ""<tt>C:\Program Files\Synaptics\SynTP\SynTPEnh.ini</tt>"" e reinicie seu computador:"
"To End of Line"	"Até o fim da linha"
"To End of Next Column"	"Até o fim da próxima coluna"
"To End of Next Page"	"Até o fim da próxima página"
"To End of Previous Page"	"Até o fim da página anterior"
"To execute this function, parameters are needed."	"Para executar esta função, os parâmetros são necessários."
"To File Begin"	"Até o início do arquivo"
"To File End"	"Até o fim do arquivo"
"To First Page"	"Primeira página"
"To First Page/Slide"	"Para a 1ª página / slide"
"To First Slide"	
"To Footer"	"Até o rodapé"
"To Footnote Anchor"	"Para âncora da nota de rodapé"
"To Foreground"	"Para a frente"
"To Foreground"	"Para o primeiro plano"
"To Frame"	"No quadro"
"To frame"	"No quadro"
"To given page"	"Para determinada página"
"To Header"	"Até o cabeçalho"
"To incorporate the address data in your templates, %PRODUCTNAME has to know which fields contain which data.  For instance, you could have stored the e-mail addresses in a field named ""email"", or ""E-mail"" or ""EM"" - or something completely different.  Click the button below to open another dialog where you can enter the settings for your data source."	"Para incorporar os dados de endereços aos seus modelos, o %PRODUCTNAME precisa saber quais campos contêm quais dados.  Por exemplo, você pode ter armazenado os endereços de e-mail num campo ""e-mail"", ""E-mail"" ou ""EM"" (ou mesmo em um campo completamente diferente).  Clique no botão abaixo para abrir outra caixa de diálogo. Nela, você pode inserir as configurações para sua fonte de dados."
"To install the update, %PRODUCTNAME %PRODUCTVERSION needs to be closed. Do you want to install the update now?"	"Para instalar a atualização, o %PRODUCTNAME %PRODUCTVERSION precisa ser encerrado. Deseja instalar a atualização agora?"
"To Last Page"	"Última página"
"To Last Page/Slide"	"Para a última página / slide"
"To Last Slide"	
"To left"	"Para a esquerda"
"To Left Block Margin"	"Até a margem esquerda do bloco"
"To Line Begin"	"Até o início da linha"
"To Line Below"	"Até a linha abaixo"
"To Lower Block Margin"	"Até a margem inferior do bloco"
"To MediaWiki..."	"Ao MediaWiki..."
"To Menu Bar"	"Na barra de menus"
"To Metafile"	"Em meta-arquivo"
"To Next Bookmark"	"Até o próximo indicador"
"To Next Footnote"	"Até a próxima nota de rodapé"
"To Next Frame"	"Para o próximo quadro"
"To Next Input Field"	"Até o próximo campo de entrada"
"To Next Object"	"Até o próximo objeto"
"To Next Page"	"Até a próxima tabela"
"To Next Page/Slide"	"Para a próxima página / slide"
"To Next Paragraph"	"Até o próximo parágrafo"
"To Next Paragraph in Level"	"Até o próximo parágrafo no nível"
"To Next Placeholder"	"Até o próximo espaço reservado"
"To Next Section"	"Até a próxima seção"
"To Next Sentence"	"Até a próxima frase"
"To Next Sheet"	"Até a próxima planilha"
"To Next Slide"	
"To Next Table"	"Até a próxima tabela"
"To Next Toolbar/Window"	"Na próxima barra de ferramentas / janela"
"To Next Unprotected Cell"	"Até a próxima célula desprotegida"
"To object frame"	"No quadro do objeto"
"To object points"	"Nos pontos do objeto"
"To Page"	"Até a página"
"to page"	"na página"
"To Page"	"Na página"
"To page"	"Na página"
"To Page Begin"	"Até o início da página"
"To Page End"	"Até o fim da página"
"to paragraph"	"no parágrafo"
"To Paragraph"	"No parágrafo"
"To paragraph"	"No parágrafo"
"To Paragraph Begin"	"Para o início do parágrafo"
"To Paragraph End"	"Até o fim do parágrafo"
"To Polygon"	"Em polígono"
"To Previous Bookmark"	"Até o indicador anterior"
"To Previous Column"	"Até a coluna anterior"
"To Previous Footnote"	"Até a nota de rodapé anterior"
"To Previous Input Field"	"Até o campo de entrada anterior"
"To Previous Object"	"Até o objeto anterior"
"To Previous Page"	"Até a tabela anterior"
"To Previous Paragraph"	"Até o parágrafo anterior"
"To Previous Paragraph in Level"	"Até o parágrafo anterior no nível"
"To Previous Placeholder"	"Até o espaço reservado anterior"
"To Previous Section"	"Até a seção anterior"
"To Previous Sentence"	"Até a frase anterior"
"To Previous Sheet"	"Até a planilha anterior"
"To Previous Slide"	"Para a página / slide anterior"
"To Previous Table"	"Até a tabela anterior"
"To Previous Toolbar/Window"	"Na barra de ferramentas / janela anterior"
"To Previous Unprotected Cell"	"Até a célula anterior desprotegida"
